notification_id,app_source,sender_type,content_type,time_slot,hour,user_context,notification_text,base_importance,eff_importance,true_optimal_action
1154,news_promo,promotional,discount_offer,lunch,12,studying,Your wishlist items are on sale now,1.8,1.05,MUTE
1155,news_promo,promotional,newsletter,evening,20,relaxing,Your Inshorts morning briefing is ready,1.6,1.6,MUTE
1156,academic,professor,assignment,afternoon,15,with_friends,Assignment 3 has been posted. Due: Sunday 11:59 PM,4.8,4.5,NOW
1157,academic,system,deadline,lunch,13,relaxing,Your submission window closes in 12 hours,4.7,4.7,NOW
1158,unknown,spam,spam,lunch,13,with_friends,Your KYC is pending — complete now to avoid suspension,1.1,0.8,MUTE
1159,whatsapp,unknown,spam,class_pm,14,in_class,You have won a gift voucher worth Rs.5000. Claim here,1.2,0.5,MUTE
1160,email,academic_inst,announcement,late_night,23,studying,Library hours extended during exam week,4.0,3.25,BATCH
1161,academic,professor,announcement,lunch,12,studying,Office hours moved to Friday 2-4 PM this week,4.2,3.45,NOW
1162,academic,professor,assignment,class_pm,14,in_class,Assignment 3 has been posted. Due: Sunday 11:59 PM,4.8,3.7,NOW
1163,whatsapp,group_academic,assignment_update,evening,18,studying,Can someone take notes today? I'll be late to class,4.2,3.45,NOW
1164,whatsapp,known_friend,media_share,class_pm,16,relaxing,Sent you a reel you'll find hilarious,2.8,2.8,BATCH
1165,whatsapp,group_academic,assignment_update,late_night,23,relaxing,"I've updated the shared doc, please review before tomorrow",4.2,4.2,NOW
1166,whatsapp,group_academic,group_chat,evening,18,relaxing,Prof just cancelled tomorrow's lecture,3.2,3.2,NOW
1167,whatsapp,group_social,social_chat,afternoon,17,studying,Anyone up for badminton after 5?,2.8,2.05,MUTE
1168,unknown,spam,spam,class_pm,14,in_class,Your KYC is pending — complete now to avoid suspension,1.1,0.5,MUTE
1169,email,academic_inst,deadline_reminder,lunch,13,relaxing,Your internship application deadline is this Friday,4.8,4.8,NOW
1170,email,known_contact,professional,class_pm,14,studying,Meeting request: Can we sync this week?,3.6,2.85,BATCH
1171,instagram,rare_contact,social_chat,late_night,22,sleeping,Commented on your post,2.65,0.85,MUTE
1172,instagram,rare_contact,media_share,afternoon,15,with_friends,Sent you a reel,2.3,2.0,BATCH
1173,whatsapp,known_friend,social_invite,evening,18,with_family,"Party at Priya's tonight, you in?",3.5,3.1,BATCH
1174,academic,system,deadline,afternoon,16,relaxing,Your submission window closes in 12 hours,4.7,4.7,NOW
1175,academic,professor,announcement,class_pm,15,studying,Lecture recording for Week 9 is now available,4.2,3.45,NOW
1176,whatsapp,known_friend,personal_chat,lunch,12,relaxing,Hey are you free tonight?,4.0,4.0,NOW
1177,whatsapp,group_social,social_chat,afternoon,16,relaxing,Random question: does anyone know a good barber nearby?,2.8,2.8,BATCH
1178,instagram,unknown,promo_offer,class_pm,14,relaxing,New followers waiting! Boost your profile now,1.5,1.5,MUTE
1179,whatsapp,group_academic,meeting_reminder,class_pm,14,studying,"Meeting moved to 5:30, library room 204",3.9,3.15,NOW
1180,whatsapp,known_friend,social_invite,class_pm,16,in_class,Come join us at the library,3.5,2.4,BATCH
1181,instagram,rare_contact,media_share,night,1,sleeping,Shared something with you,2.3,0.5,MUTE
1182,email,unknown_sender,registration,morning,8,studying,Your student account requires verification,3.5,2.75,BATCH
1183,academic,system,deadline,lunch,13,studying,Reminder: 3 days left to submit Assignment 4,4.7,3.95,NOW
1184,unknown,spam,spam,morning,8,waking_up,Congratulations! You are our lucky winner today,1.1,0.9,MUTE
1185,news_promo,promotional,discount_offer,late_night,21,studying,Big Billion Days starts tomorrow! Set your reminders,1.8,1.05,MUTE
1186,whatsapp,known_friend,personal_chat,evening,18,with_family,Hey are you free tonight?,4.0,3.6,NOW
1187,whatsapp,known_friend,media_share,class_pm,14,studying,Look at this article I found,2.8,2.05,BATCH
1188,instagram,unknown,promo_offer,late_night,23,sleeping,New followers waiting! Boost your profile now,1.5,0.5,MUTE
1189,instagram,rare_contact,media_share,class_pm,14,studying,Shared something with you,2.3,1.55,MUTE
1190,news_promo,promotional,discount_offer,late_night,21,relaxing,Today's deals: iPhone 15 at lowest price ever,1.8,1.8,BATCH
1191,academic,professor,assignment,class_pm,16,studying,Problem Set 5 is now available on the course page,4.8,4.05,NOW
1192,email,academic_inst,grade_update,evening,18,with_family,Assignment 1 feedback has been posted,4.4,4.0,NOW
1193,email,known_contact,personal_chat,class_pm,14,studying,"Hey, just checking how you're settling in!",3.2,2.45,BATCH
1194,news_promo,promotional,app_update,night,1,sleeping,Update available for an app on your phone,1.4,0.5,MUTE
1195,whatsapp,known_friend,personal_chat,late_night,23,sleeping,Dude you need to see this,4.0,2.2,BATCH
1196,whatsapp,group_academic,assignment_update,evening,20,with_family,Who's doing which section of the report?,4.2,3.8,NOW
1197,whatsapp,group_social,event_invite,class_am,11,in_class,Cultural fest signup is open! Who wants to perform?,3.0,1.9,BATCH
1198,email,academic_inst,deadline_reminder,morning,8,waking_up,Reminder: Assignment 2 submission closes tomorrow at 11:59 PM,4.8,4.6,NOW
1199,instagram,known_friend,personal_chat,afternoon,16,studying,Hey! Long time 😊,3.2,2.45,BATCH
1200,academic,professor,announcement,late_night,22,studying,Correction to textbook problem 3.4 — see the errata,4.2,3.45,NOW
1201,academic,system,deadline,evening,20,with_family,Your submission window closes in 12 hours,4.7,4.3,NOW
1202,email,promotional,app_update,evening,20,relaxing,App update available: version 4.2 is here,1.6,1.6,MUTE
1203,whatsapp,group_academic,assignment_update,lunch,12,with_friends,Who's doing which section of the report?,4.2,3.9,NOW
1204,whatsapp,known_friend,personal_chat,class_am,9,in_class,Bro did you see what happened?,4.0,2.9,BATCH
1205,email,promotional,app_update,afternoon,16,studying,We've improved your experience: see what's new,1.6,0.85,MUTE
1206,whatsapp,known_friend,personal_chat,evening,19,studying,Just wanted to check in on you,4.0,3.25,BATCH
1207,instagram,unknown,spam,late_night,23,relaxing,"Free followers! 10,000 real followers in 24hrs",1.2,1.2,MUTE
1208,instagram,unknown,spam,afternoon,15,studying,You've been selected for a collaboration! DM for details,1.2,0.5,MUTE
1209,instagram,known_friend,personal_chat,late_night,21,relaxing,Haha I saw your post 😂,3.2,3.2,BATCH
1210,whatsapp,group_academic,meeting_reminder,evening,18,studying,"Team sync call in 20 minutes, Google Meet link in chat",3.9,3.15,BATCH
1211,whatsapp,known_friend,personal_chat,evening,20,relaxing,Missing you! When are we hanging out?,4.0,4.0,NOW
1212,whatsapp,known_friend,personal_chat,class_am,11,in_class,Hey are you free tonight?,4.0,2.9,BATCH
1213,academic,professor,announcement,night,4,sleeping,Office hours moved to Friday 2-4 PM this week,4.2,2.4,BATCH
1214,whatsapp,group_academic,assignment_update,night,3,sleeping,Assignment 3 instructions just dropped on the portal,4.2,2.4,BATCH
1215,instagram,known_friend,social_invite,class_pm,15,relaxing,Notification from instagram,2.5,2.5,BATCH
1216,email,known_contact,professional,lunch,12,with_friends,Your application has been received,3.6,3.3,BATCH
1217,unknown,spam,spam,night,3,sleeping,Your KYC is pending — complete now to avoid suspension,1.1,0.5,MUTE
1218,whatsapp,group_academic,assignment_update,afternoon,16,studying,Assignment 3 instructions just dropped on the portal,4.2,3.45,NOW
1219,whatsapp,unknown,promo_offer,class_am,11,studying,Congratulations! You've been selected for a prize. Click to claim,1.8,1.05,MUTE
1220,whatsapp,known_friend,personal_chat,class_pm,14,in_class,Bro did you see what happened?,4.0,2.9,BATCH
1221,instagram,known_friend,personal_chat,evening,18,with_family,Replied to your story,3.2,2.8,BATCH
1222,email,academic_inst,registration,class_pm,14,studying,Important: Complete your hostel registration by Friday,3.8,3.05,BATCH
1223,email,known_contact,personal_chat,class_am,9,in_class,Catch up soon?,3.2,2.1,BATCH
1224,academic,professor,announcement,evening,18,relaxing,Lecture recording for Week 9 is now available,4.2,4.2,NOW
1225,whatsapp,known_friend,social_invite,night,0,sleeping,"We're heading to the canteen, join us?",3.5,1.7,MUTE
1226,whatsapp,known_friend,media_share,evening,19,with_family,Sent you a reel you'll find hilarious,2.8,2.4,BATCH
1227,unknown,spam,spam,late_night,23,relaxing,Free data offer! Click the link to activate,1.1,1.1,MUTE
1228,whatsapp,known_friend,social_invite,morning,7,waking_up,Come join us at the library,3.5,3.3,NOW
1229,instagram,unknown,promo_offer,night,3,sleeping,Exclusive deal just for you — 30% off premium,1.5,0.5,MUTE
1230,whatsapp,known_friend,media_share,afternoon,17,studying,Look at this article I found,2.8,2.05,BATCH
1231,whatsapp,known_friend,social_invite,evening,19,with_family,"Group dinner plan for Saturday, save the date",3.5,3.1,NOW
1232,whatsapp,known_friend,personal_chat,lunch,12,studying,Are you coming to the thing later?,4.0,3.25,BATCH
1233,whatsapp,known_friend,personal_chat,morning,6,studying,Missing you! When are we hanging out?,4.0,3.25,BATCH
1234,instagram,rare_contact,media_share,class_am,11,in_class,Shared something with you,2.3,1.2,MUTE
1235,whatsapp,known_friend,media_share,afternoon,15,relaxing,This meme is literally you 😭,2.8,2.8,NOW
1236,email,promotional,newsletter,class_pm,15,studying,Substack: 3 new posts from writers you follow,1.8,1.05,MUTE
1237,whatsapp,unknown,spam,class_pm,14,in_class,Urgent: your account will be suspended. Verify now: bit.ly/xxx,1.2,0.5,MUTE
1238,instagram,rare_contact,social_chat,evening,20,with_family,Commented on your post,2.65,2.25,BATCH
1239,unknown,spam,spam,lunch,12,studying,URGENT: Your SIM card will be blocked in 24 hours,1.1,0.5,MUTE
1240,news_promo,promotional,discount_offer,class_pm,15,in_class,Limited time: Buy 1 Get 1 Free on all beverages,1.8,0.7,MUTE
1241,unknown,spam,spam,evening,18,with_family,Your loan has been approved — collect details,1.1,0.7,MUTE
1242,whatsapp,group_social,media_share,lunch,12,studying,Notification from whatsapp,2.5,1.75,BATCH
1243,academic,system,deadline,class_am,10,in_class,Your submission window closes in 12 hours,4.7,3.6,NOW
1244,news_promo,promotional,newsletter,afternoon,15,studying,Breaking: Markets hit record high today,1.6,0.85,MUTE
1245,academic,system,deadline,evening,20,with_family,Your submission window closes in 12 hours,4.7,4.3,NOW
1246,email,unknown_sender,phishing,late_night,21,studying,"You have a pending refund of Rs.3,200 — provide details",1.3,0.55,MUTE
1247,unknown,spam,spam,evening,18,with_friends,Investment plan with 50% annual returns — limited offer,1.1,0.8,MUTE
1248,whatsapp,group_academic,group_chat,morning,7,relaxing,Anyone understand question 4 from the problem set?,3.2,3.2,BATCH
1249,instagram,rare_contact,social_chat,late_night,22,relaxing,Started following you,2.65,2.65,BATCH
1250,whatsapp,group_social,event_invite,afternoon,17,with_friends,"Freshers' night this Friday, we're all going right?",3.0,2.7,BATCH
1251,instagram,rare_contact,media_share,afternoon,15,with_friends,Shared something with you,2.3,2.0,MUTE
1252,email,known_contact,personal_chat,evening,19,with_family,Catch up soon?,3.2,2.8,BATCH
1253,instagram,rare_contact,social_chat,class_am,9,in_class,Started following you,2.65,1.55,BATCH
1254,unknown,spam,spam,late_night,22,studying,"You've won a Rs.10,000 gift card — claim here",1.1,0.5,MUTE
1255,whatsapp,group_social,media_share,class_am,11,in_class,Notification from whatsapp,2.5,1.4,MUTE
1256,whatsapp,known_friend,personal_chat,evening,20,with_family,Missing you! When are we hanging out?,4.0,3.6,NOW
1257,whatsapp,group_academic,assignment_update,class_am,9,in_class,Team: don't forget the submission is due Friday 11:59 PM,4.2,3.1,BATCH
1258,instagram,known_friend,social_invite,morning,7,waking_up,Notification from instagram,2.5,2.3,BATCH
1259,news_promo,promotional,discount_offer,class_pm,15,in_class,Today's deals: iPhone 15 at lowest price ever,1.8,0.7,MUTE
1260,whatsapp,known_friend,personal_chat,evening,20,studying,Bro did you see what happened?,4.0,3.25,NOW
1261,instagram,rare_contact,media_share,evening,20,studying,Shared something with you,2.3,1.55,MUTE
1262,instagram,rare_contact,media_share,afternoon,15,relaxing,Sent you a reel,2.3,2.3,BATCH
1263,news_promo,promotional,newsletter,evening,19,with_family,Breaking: Markets hit record high today,1.6,1.2,MUTE
1264,whatsapp,group_academic,assignment_update,afternoon,15,with_friends,"I've updated the shared doc, please review before tomorrow",4.2,3.9,NOW
1265,whatsapp,group_academic,meeting_reminder,class_pm,15,in_class,"Study group at 6 PM in the library, confirm attendance",3.9,2.8,BATCH
1266,email,academic_inst,grade_update,evening,18,with_family,Assignment 1 feedback has been posted,4.4,4.0,NOW
1267,whatsapp,known_friend,personal_chat,night,1,sleeping,Bro did you see what happened?,4.0,2.2,BATCH
1268,instagram,rare_contact,social_chat,evening,19,studying,Liked your photo,2.65,1.9,BATCH
1269,whatsapp,group_social,event_invite,class_am,10,in_class,"Freshers' night this Friday, we're all going right?",3.0,1.9,BATCH
1270,news_promo,promotional,discount_offer,morning,8,studying,Limited time: Buy 1 Get 1 Free on all beverages,1.8,1.05,MUTE
1271,whatsapp,group_social,social_chat,late_night,22,relaxing,Guys the mess food today is actually decent 😂,2.8,2.8,BATCH
1272,instagram,rare_contact,social_chat,class_am,11,in_class,Started following you,2.65,1.55,MUTE
1273,whatsapp,known_friend,social_invite,afternoon,16,relaxing,Come join us at the library,3.5,3.5,NOW
1274,instagram,known_friend,social_invite,afternoon,16,relaxing,Notification from instagram,2.5,2.5,BATCH
1275,academic,professor,assignment,lunch,13,with_friends,Take-home quiz released. Attempt by Thursday,4.8,4.5,NOW
1276,whatsapp,group_academic,assignment_update,class_am,11,in_class,Team: don't forget the submission is due Friday 11:59 PM,4.2,3.1,BATCH
1277,whatsapp,unknown,promo_offer,morning,7,waking_up,Your Swiggy order has been delivered. Rate your experience!,1.8,1.6,BATCH
1278,instagram,known_friend,personal_chat,late_night,21,relaxing,Sent you a message,3.2,3.2,NOW
1279,instagram,unknown,promo_offer,afternoon,15,with_friends,Exclusive deal just for you — 30% off premium,1.5,1.2,MUTE
1280,academic,professor,assignment,afternoon,15,with_friends,Your assignment submission was received successfully,4.8,4.5,NOW
1281,instagram,known_friend,media_share,afternoon,17,studying,Shared a post with you,2.5,1.75,BATCH
1282,news_promo,promotional,app_update,class_pm,16,studying,Update available for an app on your phone,1.4,0.65,MUTE
1283,academic,system,grade_update,morning,7,relaxing,Your GPA has been updated for this term,4.3,4.3,NOW
1284,whatsapp,known_friend,social_invite,evening,20,with_family,Come join us at the library,3.5,3.1,BATCH
1285,instagram,known_friend,personal_chat,afternoon,15,with_friends,Mentioned you in their story,3.2,2.9,BATCH
1286,instagram,known_friend,personal_chat,morning,6,waking_up,Replied to your story,3.2,3.0,BATCH
1287,academic,system,deadline,morning,6,studying,Your submission window closes in 12 hours,4.7,3.95,NOW
1288,whatsapp,unknown,spam,class_pm,15,relaxing,You have won a gift voucher worth Rs.5000. Claim here,1.2,1.2,MUTE
1289,email,promotional,newsletter,evening,18,with_family,Top tech news this week — your morning briefing,1.8,1.4,MUTE
1290,instagram,known_friend,personal_chat,late_night,22,studying,Haha I saw your post 😂,3.2,2.45,BATCH
1291,instagram,rare_contact,social_chat,morning,6,studying,Commented on your post,2.65,1.9,BATCH
1292,instagram,rare_contact,social_chat,evening,18,with_family,Commented on your post,2.65,2.25,BATCH
1293,whatsapp,known_friend,social_invite,evening,19,studying,Come join us at the library,3.5,2.75,BATCH
1294,whatsapp,group_academic,assignment_update,evening,18,with_friends,Team: don't forget the submission is due Friday 11:59 PM,4.2,3.9,NOW
1295,academic,system,system_alert,lunch,13,with_friends,Your profile is incomplete — update before registration,3.5,3.2,NOW
1296,instagram,known_friend,social_invite,evening,18,relaxing,Notification from instagram,2.5,2.5,BATCH
1297,email,unknown_sender,registration,afternoon,15,relaxing,Important update about your course registration status,3.5,3.5,NOW
1298,unknown,spam,spam,afternoon,16,studying,"Earn Rs.5,000 daily from home — no experience needed",1.1,0.5,MUTE
1299,email,known_contact,professional,class_am,10,studying,Feedback on your draft — see attached,3.6,2.85,BATCH
1300,instagram,known_friend,social_invite,evening,19,relaxing,Notification from instagram,2.5,2.5,BATCH
1301,academic,system,deadline,lunch,12,relaxing,Your submission window closes in 12 hours,4.7,4.7,NOW
1302,email,academic_inst,registration,evening,18,relaxing,Important: Complete your hostel registration by Friday,3.8,3.8,NOW
1303,academic,system,grade_update,class_pm,14,in_class,A new grade has been entered for your course,4.3,3.2,BATCH
1304,email,academic_inst,grade_update,class_am,9,relaxing,Mid-term results are now available on the student portal,4.4,4.4,NOW
1305,email,promotional,discount_offer,evening,20,with_friends,Flash sale: Coursera courses from Rs.499 today only,2.0,1.7,MUTE
1306,instagram,known_friend,personal_chat,class_pm,15,in_class,Haha I saw your post 😂,3.2,2.1,MUTE
1307,instagram,known_friend,personal_chat,class_pm,15,studying,Hey! Long time 😊,3.2,2.45,BATCH
1308,email,academic_inst,deadline_reminder,class_pm,15,in_class,Reminder: Assignment 2 submission closes tomorrow at 11:59 PM,4.8,3.7,NOW
1309,instagram,rare_contact,social_chat,night,1,sleeping,Replied to your story,2.65,0.85,MUTE
1310,whatsapp,group_social,media_share,lunch,12,studying,Notification from whatsapp,2.5,1.75,MUTE
1311,whatsapp,unknown,spam,evening,20,studying,Urgent: your account will be suspended. Verify now: bit.ly/xxx,1.2,0.5,MUTE
1312,whatsapp,unknown,promo_offer,late_night,21,sleeping,Your Swiggy order has been delivered. Rate your experience!,1.8,0.5,MUTE
1313,instagram,rare_contact,media_share,evening,20,with_friends,Shared something with you,2.3,2.0,MUTE
1314,email,promotional,newsletter,evening,20,relaxing,Top tech news this week — your morning briefing,1.8,1.8,MUTE
1315,unknown,spam,spam,afternoon,16,studying,Your loan has been approved — collect details,1.1,0.5,MUTE
1316,email,unknown_sender,registration,afternoon,15,studying,Action required: Confirm your enrollment by Friday,3.5,2.75,BATCH
1317,email,promotional,discount_offer,evening,19,relaxing,Flash sale: Coursera courses from Rs.499 today only,2.0,2.0,BATCH
1318,news_promo,promotional,discount_offer,afternoon,17,relaxing,Your wishlist items are on sale now,1.8,1.8,MUTE
1319,whatsapp,group_academic,meeting_reminder,class_pm,16,relaxing,"Team sync call in 20 minutes, Google Meet link in chat",3.9,3.9,NOW
1320,academic,system,deadline,evening,18,with_friends,WARNING: You have not submitted Assignment 3 yet,4.7,4.4,NOW
1321,email,promotional,app_update,lunch,13,relaxing,We've improved your experience: see what's new,1.6,1.6,MUTE
1322,instagram,known_friend,social_invite,afternoon,16,relaxing,Notification from instagram,2.5,2.5,BATCH
1323,news_promo,promotional,newsletter,morning,6,studying,This week in tech: AI takes over search,1.6,0.85,MUTE
1324,instagram,known_friend,personal_chat,class_pm,15,studying,Sent you a message,3.2,2.45,BATCH
1325,academic,system,deadline,evening,20,relaxing,Reminder: 3 days left to submit Assignment 4,4.7,4.7,NOW
1326,email,known_contact,personal_chat,evening,20,relaxing,Catch up soon?,3.2,3.2,NOW
1327,whatsapp,group_academic,assignment_update,class_am,11,in_class,Team: don't forget the submission is due Friday 11:59 PM,4.2,3.1,BATCH
1328,whatsapp,group_social,event_invite,evening,18,with_family,"Hostel cricket tournament, team registration due today",3.0,2.6,BATCH
1329,whatsapp,known_friend,personal_chat,class_am,9,studying,Bro did you see what happened?,4.0,3.25,NOW
1330,instagram,unknown,promo_offer,class_pm,14,studying,Your story views are up! See who's watching,1.5,0.75,MUTE
1331,news_promo,promotional,newsletter,afternoon,17,studying,Top stories you missed this week,1.6,0.85,MUTE
1332,whatsapp,group_academic,group_chat,class_pm,15,relaxing,Who has the textbook PDF? Please share,3.2,3.2,BATCH
1333,whatsapp,group_academic,group_chat,late_night,21,studying,Who has the textbook PDF? Please share,3.2,2.45,BATCH
1334,instagram,known_friend,personal_chat,late_night,23,sleeping,Haha I saw your post 😂,3.2,1.4,MUTE
1335,instagram,rare_contact,social_chat,class_am,11,in_class,Liked your photo,2.65,1.55,MUTE
1336,email,known_contact,professional,class_am,11,studying,Your application has been received,3.6,2.85,NOW
1337,email,promotional,discount_offer,late_night,21,studying,Your Amazon Prime renewal — special rate for students,2.0,1.25,MUTE
1338,whatsapp,known_friend,personal_chat,evening,20,with_friends,Just wanted to check in on you,4.0,3.7,NOW
1339,academic,professor,grade,lunch,13,relaxing,Quiz 4 results are now visible on your dashboard,4.6,4.6,NOW
1340,instagram,rare_contact,media_share,late_night,23,relaxing,Sent you a reel,2.3,2.3,BATCH
1341,whatsapp,known_friend,personal_chat,evening,20,with_family,Did you finish the readings for tomorrow?,4.0,3.6,NOW
1342,academic,system,grade_update,lunch,13,with_friends,Your GPA has been updated for this term,4.3,4.0,NOW
1343,email,academic_inst,announcement,evening,19,relaxing,Tomorrow's Data Structures lecture is cancelled,4.0,4.0,NOW
1344,instagram,rare_contact,media_share,night,1,sleeping,Shared something with you,2.3,0.5,MUTE
1345,email,academic_inst,grade_update,class_am,9,in_class,Your GPA for this semester has been calculated,4.4,3.3,BATCH
1346,instagram,unknown,spam,evening,19,relaxing,"Free followers! 10,000 real followers in 24hrs",1.2,1.2,MUTE
1347,whatsapp,known_friend,social_invite,afternoon,16,relaxing,"Movie night at 8, everyone's coming",3.5,3.5,NOW
1348,whatsapp,group_social,social_chat,evening,20,with_family,Guys the mess food today is actually decent 😂,2.8,2.4,BATCH
1349,unknown,spam,spam,night,2,sleeping,URGENT: Your SIM card will be blocked in 24 hours,1.1,0.5,MUTE
1350,whatsapp,group_social,event_invite,evening,20,relaxing,"Freshers' night this Friday, we're all going right?",3.0,3.0,BATCH
1351,email,academic_inst,grade_update,evening,20,studying,Your Quiz 3 grades have been released on the portal,4.4,3.65,NOW
1352,instagram,unknown,spam,morning,8,studying,You've been selected for a collaboration! DM for details,1.2,0.5,MUTE
1353,instagram,rare_contact,media_share,lunch,12,with_friends,Sent you a reel,2.3,2.0,BATCH
1354,whatsapp,group_social,event_invite,class_am,10,studying,"Freshers' night this Friday, we're all going right?",3.0,2.25,BATCH
1355,instagram,known_friend,personal_chat,afternoon,17,with_friends,Sent you a message,3.2,2.9,BATCH
1356,whatsapp,group_academic,assignment_update,evening,19,with_family,"I've updated the shared doc, please review before tomorrow",4.2,3.8,NOW
1357,instagram,unknown,promo_offer,morning,8,relaxing,Your story views are up! See who's watching,1.5,1.5,MUTE
1358,email,promotional,discount_offer,late_night,23,studying,Your Amazon Prime renewal — special rate for students,2.0,1.25,MUTE
1359,email,promotional,discount_offer,evening,20,with_family,Your Amazon Prime renewal — special rate for students,2.0,1.6,MUTE
1360,whatsapp,known_friend,personal_chat,morning,7,waking_up,Bro did you see what happened?,4.0,3.8,NOW
1361,whatsapp,group_academic,assignment_update,evening,18,with_family,Team: don't forget the submission is due Friday 11:59 PM,4.2,3.8,NOW
1362,whatsapp,group_social,event_invite,evening,19,relaxing,"Freshers' night this Friday, we're all going right?",3.0,3.0,NOW
1363,instagram,rare_contact,social_chat,night,4,studying,Liked your photo,2.65,1.9,BATCH
1364,email,promotional,discount_offer,lunch,13,with_friends,Flash sale: Coursera courses from Rs.499 today only,2.0,1.7,MUTE
1365,whatsapp,known_friend,social_invite,lunch,13,with_friends,"Party at Priya's tonight, you in?",3.5,3.2,NOW
1366,instagram,known_friend,social_invite,morning,7,studying,Notification from instagram,2.5,1.75,MUTE
1367,whatsapp,known_friend,social_invite,class_am,11,in_class,Come join us at the library,3.5,2.4,BATCH
1368,whatsapp,group_academic,group_chat,class_pm,14,in_class,Is the exam open book or not? Prof didn't confirm,3.2,2.1,BATCH
1369,academic,system,system_alert,late_night,21,sleeping,Your profile is incomplete — update before registration,3.5,1.7,BATCH
1370,whatsapp,group_academic,assignment_update,class_am,10,in_class,Who's doing which section of the report?,4.2,3.1,BATCH
1371,whatsapp,known_friend,social_invite,evening,19,with_family,"Movie night at 8, everyone's coming",3.5,3.1,NOW
1372,academic,professor,assignment,morning,6,waking_up,Assignment 3 has been posted. Due: Sunday 11:59 PM,4.8,4.6,NOW
1373,whatsapp,known_friend,social_invite,afternoon,17,studying,"Group dinner plan for Saturday, save the date",3.5,2.75,BATCH
1374,whatsapp,known_friend,social_invite,class_am,10,in_class,"We're heading to the canteen, join us?",3.5,2.4,BATCH
1375,instagram,known_friend,social_invite,lunch,12,with_friends,Notification from instagram,2.5,2.2,BATCH
1376,unknown,spam,spam,late_night,21,relaxing,Congratulations! You are our lucky winner today,1.1,1.1,MUTE
1377,instagram,known_friend,personal_chat,evening,20,studying,Hey! Long time 😊,3.2,2.45,BATCH
1378,whatsapp,known_friend,personal_chat,night,1,studying,Bro did you see what happened?,4.0,3.25,NOW
1379,academic,professor,announcement,evening,20,relaxing,Guest lecture next Tuesday — attendance is mandatory,4.2,4.2,NOW
1380,whatsapp,known_friend,personal_chat,lunch,13,relaxing,Dude you need to see this,4.0,4.0,NOW
1381,whatsapp,known_friend,personal_chat,night,0,studying,Dude you need to see this,4.0,3.25,NOW
1382,email,promotional,newsletter,late_night,22,relaxing,Substack: 3 new posts from writers you follow,1.8,1.8,BATCH
1383,news_promo,promotional,newsletter,lunch,13,with_friends,Top stories you missed this week,1.6,1.3,MUTE
1384,whatsapp,group_academic,group_chat,afternoon,17,studying,"Notes uploaded to the drive, everyone download",3.2,2.45,BATCH
1385,instagram,rare_contact,social_chat,lunch,12,with_friends,Sent you a message,2.65,2.35,BATCH
1386,whatsapp,group_academic,assignment_update,class_am,10,in_class,Assignment 3 instructions just dropped on the portal,4.2,3.1,NOW
1387,instagram,unknown,spam,afternoon,16,relaxing,You've been selected for a collaboration! DM for details,1.2,1.2,MUTE
1388,instagram,known_friend,personal_chat,afternoon,16,studying,Mentioned you in their story,3.2,2.45,BATCH
1389,whatsapp,known_friend,personal_chat,late_night,23,relaxing,Can you call me when you get a chance?,4.0,4.0,NOW
1390,whatsapp,group_social,social_chat,class_pm,16,in_class,Long weekend plans??,2.8,1.7,BATCH
1391,email,academic_inst,grade_update,morning,6,studying,Assignment 1 feedback has been posted,4.4,3.65,NOW
1392,instagram,known_friend,personal_chat,late_night,23,sleeping,Replied to your story,3.2,1.4,MUTE
1393,news_promo,promotional,app_update,late_night,22,relaxing,New features unlocked in your app,1.4,1.4,MUTE
1394,whatsapp,known_friend,personal_chat,class_pm,16,in_class,Bro did you see what happened?,4.0,2.9,NOW
1395,instagram,rare_contact,social_chat,lunch,13,studying,Replied to your story,2.65,1.9,BATCH
1396,instagram,rare_contact,media_share,class_pm,14,in_class,Shared something with you,2.3,1.2,MUTE
1397,instagram,known_friend,personal_chat,morning,7,waking_up,Haha I saw your post 😂,3.2,3.0,NOW
1398,whatsapp,known_friend,personal_chat,class_pm,16,in_class,Dude you need to see this,4.0,2.9,BATCH
1399,whatsapp,known_friend,personal_chat,night,5,sleeping,Bro did you see what happened?,4.0,2.2,BATCH
1400,instagram,known_friend,social_invite,morning,7,relaxing,Notification from instagram,2.5,2.5,MUTE
1401,whatsapp,known_friend,personal_chat,late_night,21,relaxing,Are you coming to the thing later?,4.0,4.0,NOW
1402,email,known_contact,personal_chat,lunch,12,with_friends,Catch up soon?,3.2,2.9,BATCH
1403,academic,system,deadline,evening,20,with_friends,Your submission window closes in 12 hours,4.7,4.4,NOW
1404,instagram,unknown,spam,late_night,21,relaxing,You've been selected for a collaboration! DM for details,1.2,1.2,MUTE
1405,instagram,known_friend,personal_chat,morning,8,waking_up,Mentioned you in their story,3.2,3.0,BATCH
1406,whatsapp,group_academic,group_chat,afternoon,16,with_friends,Is the exam open book or not? Prof didn't confirm,3.2,2.9,BATCH
1407,whatsapp,group_academic,meeting_reminder,class_am,11,studying,"Study group at 6 PM in the library, confirm attendance",3.9,3.15,BATCH
1408,instagram,unknown,spam,evening,20,relaxing,"Free followers! 10,000 real followers in 24hrs",1.2,1.2,MUTE
1409,academic,professor,announcement,afternoon,15,studying,Office hours moved to Friday 2-4 PM this week,4.2,3.45,NOW
1410,email,promotional,discount_offer,morning,8,relaxing,Flat 30% off your first order with code STUDENT30,2.0,2.0,MUTE
1411,academic,system,system_alert,lunch,13,studying,Your profile is incomplete — update before registration,3.5,2.75,NOW
